9,11
14,35
64,69
45,3
5,21
14,21
9,1
61,67
6,35
24,1
5,33
25,57
29,13
12,29
57,70
22,13
5,12
59,55
28,61
7,44
15,61
65,58
54,51
49,67
4,25
9,3
9,40
13,58
51,69
58,67
58,57
23,1
37,55
52,59
19,5
51,53
59,45
41,69
53,62
32,69
15,10
40,5
9,27
19,3
39,60
35,59
15,33
67,69
25,63
21,30
43,9
48,63
11,31
57,59
53,57
60,61
33,67
63,68
47,66
67,57
63,61
9,36
20,15
1,1
58,45
32,11
7,7
1,19
11,30
29,19
14,7
15,5
2,35
29,7
17,33
61,49
34,9
60,67
13,33
57,63
8,21
50,65
4,3
15,57
17,1
31,51
33,68
55,65
24,7
42,67
63,59
29,5
65,48
28,67
30,11
52,53
11,5
10,11
43,62
19,21
47,55
9,30
3,10
30,15
7,23
49,64
27,12
68,55
9,15
41,61
49,59
12,37
31,59
9,6
29,2
19,26
27,59
23,59
43,69
51,9
14,37
11,25
27,7
11,59
21,31
20,21
7,27
56,55
63,51
24,3
10,35
21,5
68,61
9,19
27,53
54,53
2,37
39,10
1,25
29,8
8,1
17,32
25,5
12,57
41,10
21,15
56,59
5,7
67,47
11,61
61,46
2,23
57,62
45,55
26,55
29,9
29,61
15,27
57,67
29,12
12,61
32,51
17,3
25,1
17,21
15,53
24,55
15,23
20,13
5,4
8,23
39,66
3,7
9,28
40,55
45,8
60,51
31,62
61,65
42,59
7,3
25,4
13,15
59,64
13,35
17,13
39,8
17,15
29,3
31,14
6,9
43,65
36,63
41,67
39,69
53,49
19,61
25,61
61,48
61,47
19,22
19,17
66,59
15,16
36,53
1,37
57,55
31,5
3,16
19,30
33,7
15,31
57,49
9,61
26,9
5,13
45,69
69,59
39,0
65,59
32,5
11,35
47,67
59,60
43,19
18,3
7,29
44,65
38,11
67,65
11,13
33,63
61,40
15,62
25,65
70,65
66,51
1,24
21,17
41,59
68,67
16,13
22,29
3,19
3,13
25,7
19,9
13,7
13,23
45,65
45,61
14,15
43,63
59,61
15,21
1,35
39,6
55,57
32,3
34,11
2,13
45,16
51,57
2,29
37,61
8,13
19,24
17,28
31,7
46,3
47,57
10,1
35,3
54,69
7,24
17,20
55,61
17,9
13,26
27,11
20,63
17,11
51,55
37,67
64,45
31,0
15,29
14,11
47,69
53,67
63,50
33,11
7,15
19,11
24,9
33,9
13,63
21,8
47,5
57,46
49,54
0,23
28,59
37,63
59,54
8,27
3,5
21,7
63,67
43,61
13,55
32,1
3,1
27,6
27,57
67,49
46,5
9,20
13,64
19,15
15,20
41,3
11,27
28,53
37,4
21,12
2,27
25,66
27,60
56,67
36,7
5,0
28,15
55,49
51,67
10,25
1,12
49,52
1,18
24,11
47,59
18,15
35,12
30,3
45,60
11,21
12,35
44,69
35,9
25,55
26,11
16,59
1,6
7,19
47,70
47,9
10,57
29,59
61,55
39,1
6,13
17,19
15,11
35,61
11,9
5,11
35,53
9,29
61,70
49,53
21,6
19,60
17,61
3,11
53,64
30,57
21,3
17,27
43,7
3,2
9,22
29,1
63,41
50,59
42,5
60,65
54,57
35,5
51,68
3,33
44,57
33,25
23,53
52,55
13,61
43,54
14,3
53,59
17,7
39,68
31,1
7,11
29,17
2,15
17,5
20,31
0,35
57,52
1,4
35,1
11,57
61,51
9,26
33,3
35,56
34,57
41,7
1,27
36,55
37,1
5,1
17,8
18,25
64,37
58,43
45,66
47,63
13,22
42,63
35,65
28,55
19,25
4,23
33,61
31,57
11,12
26,53
10,33
30,65
6,27
11,18
8,17
17,63
53,63
53,61
41,58
39,5
15,2
57,53
59,58
58,55
4,19
37,69
19,63
6,31
18,19
66,61
23,57
16,29
65,57
36,67
36,15
14,33
31,11
11,20
12,1
45,5
45,9
56,57
19,23
53,66
16,27
51,62
35,2
5,28
1,31
54,61
69,53
69,69
53,56
22,61
11,14
27,68
59,68
19,1
63,52
37,7
66,37
66,65
53,53
13,17
21,65
9,23
37,6
43,68
5,31
3,3
13,4
20,55
34,3
59,65
61,56
65,42
22,33
26,27
8,3
61,43
59,48
5,27
1,3
9,33
31,55
19,29
9,25
25,58
59,43
12,63
39,57
29,56
65,52
48,59
10,3
57,65
43,60
61,50
21,16
21,20
16,35
28,5
16,57
47,54
11,56
5,3
37,11
17,0
28,9
45,63
11,23
43,6
30,17
1,8
1,20
68,65
56,63
10,23
29,20
44,9
53,65
10,5
11,15
20,3
14,29
18,61
15,19
11,8
64,49
43,5
39,64
59,37
40,3
69,55
1,33
66,57
21,1
29,69
34,67
34,59
16,63
4,9
12,19
26,21
33,1
21,19
19,6
47,3
29,57
43,59
26,65
47,68
47,65
3,25
35,63
15,18
25,18
61,53
63,53
23,56
31,9
1,29
49,61
52,69
23,63
25,67
25,17
41,14
20,17
5,25
6,1
63,47
59,59
18,11
29,55
39,65
9,32
36,9
37,59
51,60
17,14
63,63
20,59
5,29
27,5
66,69
19,7
63,64
25,15
21,27
16,17
68,69
47,45
3,29
21,57
22,3
26,3
19,28
37,2
28,65
17,31
39,62
69,65
2,9
36,11
26,17
3,31
8,33
13,31
3,15
30,69
2,33
17,64
61,62
8,39
2,1
28,1
64,65
50,51
19,55
1,7
7,9
37,60
5,22
11,37
15,26
62,53
37,57
3,23
20,1
35,55
55,67
35,69
3,6
40,67
59,57
20,9
59,69
7,13
23,60
33,65
8,15
58,61
27,17
53,55
19,10
31,3
41,65
60,53
27,70
45,6
27,9
12,7
15,15
62,63
63,55
51,51
5,32
8,7
1,32
14,61
33,57
7,17
22,9
9,21
35,66
35,52
35,64
21,58
7,10
57,64
9,7
16,3
49,69
13,25
19,18
38,55
23,13
3,21
44,63
27,2
68,51
70,53
12,5
5,17
21,59
37,58
29,68
14,57
55,54
3,30
65,65
63,69
37,3
55,63
31,69
66,35
30,27
69,35
20,35
40,39
1,44
61,1
50,5
45,22
17,53
51,30
43,37
48,11
21,40
51,29
49,21
48,23
43,51
41,24
51,63
4,47
46,25
35,39
45,27
39,13
66,15
33,43
60,27
32,29
55,46
65,33
25,49
7,49
29,47
31,50
54,15
21,69
54,5
37,21
29,53
39,50
1,45
40,33
67,37
17,39
3,50
16,67
37,29
67,23
57,41
23,41
23,67
49,19
37,50
31,48
49,17
47,32
52,23
67,67
59,6
62,23
57,32
33,41
53,23
36,17
29,51
21,21
13,41
17,37
47,14
38,19
3,51
23,35
59,41
22,11
47,35
7,67
67,4
48,25
5,42
47,29
67,32
47,7
59,39
61,24
51,31
49,1
3,47
53,22
28,35
15,50
26,39
15,49
69,34
55,15
35,28
39,51
23,37
31,24
37,41
19,51
49,33
49,14
33,37
3,57
47,15
48,27
59,25
51,12
37,35
63,27
51,11
46,41
33,24
61,33
4,67
13,51
69,27
39,43
19,66
8,55
53,19
41,42
45,47
2,51
51,19
28,37
57,22
18,53
68,35
9,51
43,43
25,21
33,17
34,39
28,47
57,45
34,53
69,45
57,15
41,30
34,21
1,41
36,35
26,51
65,47
26,35
59,11
49,30
35,22
66,23
24,23
19,64
5,69
11,51
55,33
11,68
35,15
61,15
27,49
43,11
35,20
38,31
15,35
11,65
35,35
53,13
48,29
53,45
61,28
60,13
56,19
23,47
21,48
2,59
55,2
51,34
23,49
42,35
7,55
9,46
25,35
68,21
47,23
61,13
37,33
62,25
61,58
65,5
35,19
1,39
38,15
50,17
53,28
61,39
33,46
49,15
45,33
19,34
21,13
31,32
29,49
56,1
29,45
43,22
57,51
7,61
66,45
1,59
33,15
70,1
56,37
67,53
41,36
38,51
34,25
51,17
21,42
49,16
57,27
52,15
36,41
58,37
63,31
69,63
39,27
20,51
67,31
42,23
48,19
54,33
65,22
9,65
58,11
7,48
23,29
43,21
55,41
67,5
7,39
27,31
57,28
49,35
5,35
21,46
41,8
23,14
43,44
11,38
56,51
13,42
6,43
49,44
31,17
56,9
47,13
35,41
45,49
62,37
49,34
53,47
18,37
5,47
4,39
24,39
56,39
43,53
69,46
9,39
22,27
27,41
46,29
1,49
25,48
67,27
4,43
1,65
44,49
23,21
38,29
57,9
35,25
55,32
66,43
33,54
63,9
55,31
65,23
15,55
47,19
65,7
47,21
59,29
10,43
49,45
43,29
39,47
29,35
61,36
64,31
61,59
54,27
19,13
1,52
53,35
47,43
45,35
23,65
5,64
1,43
63,39
35,43
67,3
59,42
33,30
39,21
55,1
18,69
43,49
17,43
68,45
30,45
68,41
37,47
9,53
29,43
45,58
31,31
5,36
35,33
67,11
53,21
36,37
37,19
55,26
53,3
69,29
27,21
5,53
33,55
19,43
19,48
42,39
27,43
12,47
50,31
57,20
57,33
41,45
49,12
59,46
23,44
50,23
15,69
35,37
47,1
50,47
28,23
35,45
59,32
45,36
55,51
53,1
57,47
53,41
57,19
59,31
35,27
63,18
31,15
40,25
27,28
27,63
49,11
14,45
45,46
23,22
65,61
56,11
59,36
32,35
30,31
33,49
46,13
7,65
65,31
66,1
19,49
52,25
45,25
53,0
8,65
59,20
46,27
53,8
52,3
7,53
38,37
65,13
14,65
23,43
27,33
57,37
69,15
1,63
8,59
10,67
34,15
57,25
17,47
54,45
54,17
48,49
51,49
55,19
19,57
67,10
45,20
67,45
25,23
55,6
47,8
29,22
52,7
29,29
15,65
25,29
65,28
39,30
49,27
21,33
36,39
33,13
61,31
61,25
27,27
57,50
37,24
55,29
46,51
49,7
2,47
37,17
45,1
47,11
62,3
17,44
21,53
43,13
21,67
29,37
65,53
23,31
13,37
8,69
17,36
70,39
55,13
55,25
47,33
54,25
21,45
32,53
35,34
57,24
19,67
53,51
45,51
49,28
25,45
56,13
21,47
69,17
33,45
61,12
50,37
25,25
55,35
59,30
6,51
33,38
44,25
45,43
3,49
11,46
38,27
39,25
29,39
68,37
55,9
32,37
24,45
61,16
64,23
43,47
64,39
51,41
43,41
7,54
49,3
61,29
1,54
61,21
15,41
65,21
42,1
2,57
63,35
56,3
69,31
63,19
68,53
25,6
53,27
27,45
35,29
5,43
3,60
67,19
43,50
3,65
57,23
63,43
59,18
39,23
22,49
31,39
39,49
57,29
11,39
70,13
51,21
67,28
11,47
1,51
42,49
55,12
46,1
11,19
37,43
25,34
34,45
66,25
23,27
18,41
47,61
69,3
9,43
37,32
50,41
29,48
18,65
15,38
11,44
62,33
63,14
21,25
15,3
4,51
1,70
18,49
6,49
59,9
61,7
41,51
12,67
41,26
53,12
51,23
5,63
69,50
31,45
31,34
15,43
31,53
68,39
59,22
57,21
59,34
57,7
61,3
23,66
48,1
58,9
17,23
1,55
1,64
69,42
67,7
4,57
43,55
32,25
39,41
51,36
67,21
35,44
11,49
52,39
45,52
17,67
33,39
35,48
51,47
49,37
42,41
54,41
69,49
65,49
1,62
24,53
44,43
45,39
45,11
9,55
13,44
31,37
5,67
37,46
50,9
43,35
45,19
67,1
67,51
51,33
51,37
53,7
12,49
3,55
61,19
48,51
13,43
45,37
53,43
68,63
51,13
69,20
33,29
17,45
14,39
65,27
4,55
28,25
9,48
28,31
23,69
28,39
68,9
34,29
60,23
2,41
61,11
47,38
69,21
53,5
63,23
61,27
12,51
69,18
7,45
11,43
19,37
5,60
60,17
65,29
13,40
5,55
7,56
53,15
49,2
26,45
16,39
52,41
11,52
11,45
49,47
57,3
65,17
33,31
18,47
39,37
53,17
66,19
61,10
29,10
49,49
69,7
41,23
65,9
1,42
41,33
17,40
39,17
12,9
23,45
56,29
44,13
29,64
35,17
59,14
47,31
69,43
59,35
35,31
51,65
63,26
23,70
34,35
23,52
45,53
61,44
19,38
39,35
15,37
9,59
15,45
25,53
49,6
54,19
41,44
68,25
19,69
18,55
43,14
37,31
44,35
37,53
68,7
7,64
25,33
67,43
13,47
54,37
3,64
41,57
45,57
57,30
68,17
21,49
10,49
41,31
37,39
3,40
66,67
65,51
61,30
49,39
41,18
55,17
39,15
13,39
26,31
14,55
21,38
40,47
49,29
0,61
53,44
21,41
4,53
19,59
27,47
26,25
31,47
65,8
33,32
17,46
8,51
29,52
14,49
65,10
38,23
40,13
63,12
3,62
29,26
31,23
43,26
41,48
41,55
41,63
47,37
41,37
9,63
25,42
20,45
13,45
54,39
53,37
40,19
44,41
56,17
36,47
23,68
37,13
31,21
7,51
15,42
46,31
69,16
43,1
7,41
23,51
3,67
63,37
64,17
43,15
63,28
23,25
29,24
50,39
4,45
7,35
47,49
15,66
53,20
45,56
11,55
41,35
21,63
53,14
65,43
51,6
57,43
27,67
68,13
16,55
31,41
41,9
57,26
29,42
23,7
28,33
12,41
33,47
28,63
31,25
11,69
15,47
23,33
27,35
57,40
10,53
27,65
57,31
63,21
51,43
53,30
59,2
45,48
13,9
2,45
35,13
22,25
37,37
41,13
35,36
27,13
7,66
29,25
66,7
55,45
29,36
69,25
55,5
42,33
37,49
5,61
53,2
51,1
69,41
17,65
5,62
66,27
67,41
63,5
19,33
47,51
67,30
65,15
47,39
41,50
66,63
39,11
21,68
17,50
13,57
27,14
69,39
65,37
61,9
31,29
49,20
5,51
47,25
9,69
65,1
31,33
26,41
35,21
61,18
8,43
44,11
16,69
1,38
27,46
41,52
44,31
61,8
59,13
51,46
29,21
34,41
51,15
53,4
13,70
34,17
39,42
26,37
45,24
56,7
59,51
49,25
61,23
41,27
59,4
3,41
33,35
49,10
21,9
61,17
39,33
52,45
35,47
33,19
70,35
38,17
25,13
1,58
63,3
65,12
1,47
42,31
63,33
55,7
53,39
63,46
16,43
32,19
27,50
32,43
53,11
25,43
5,5
36,29
23,34
45,45
19,47
51,59
65,4
40,37
60,9
68,5
24,49
69,44
19,39
57,1
24,27
69,61
29,46
39,39
57,13
52,19
45,31
53,10
8,37
59,23
5,49
37,26
6,47
25,37
69,37
41,47
48,35
36,19
37,45
41,16
65,20
27,44
3,45
5,45
51,42
17,55
29,33
59,27
43,28
29,65
11,63
49,4
47,44
61,2
17,68
45,17
42,45
50,1
13,69
70,25
27,30
69,47
26,19
48,7
41,15
25,41
53,48
63,17
35,23
68,47
41,12
23,26
61,5
33,53
62,21
23,42
66,39
11,54
69,4
55,42
67,29
10,41
63,20
41,17
31,49
7,57
10,59
40,45
43,46
57,39
19,45
9,49
69,33
3,54
19,41
65,40
61,32
30,41
49,43
41,43
14,53
69,11
9,47
69,56
59,1
64,61
47,47
36,49
22,53
39,45
57,16
31,22
59,7
41,41
39,40
41,19
66,33
70,9
55,22
43,39
64,3
69,13
11,53
29,41
27,29
37,25
43,45
27,19
33,26
64,33
51,10
66,17
28,41
63,16
21,44
43,27
51,5
25,27
1,67
58,35
43,23
3,17
69,30
55,39
63,7
47,27
65,39
37,51
64,25
41,1
25,51
7,37
59,47
67,15
21,35
61,35
47,17
59,19
63,45
47,16
54,31
13,65
53,25
62,13
5,65
63,15
33,21
35,49
38,35
55,48
29,31
65,35
30,29
19,42
1,48
43,18
34,19
3,9
55,3
67,17
17,52
65,14
13,53
45,15
49,51
32,41
59,33
58,27
69,51
65,3
68,27
17,69
62,7
65,63
47,18
21,36
23,39
15,67
60,7
11,67
10,65
64,35
19,44
57,35
21,23
69,12
31,19
43,17
63,29
17,49
32,55
24,37
57,4
31,28
22,63
64,9
0,47
3,59
27,25
67,61
19,53
60,39
45,38
69,57
55,21
31,65
1,68
65,25
31,35
9,67
52,35
6,69
67,14
53,33
48,61
39,9
51,45
32,17
51,7
51,27
14,51
61,61
33,14
7,47
3,43
22,37
23,40
41,22
25,31
43,52
52,27
24,21
41,49
41,53
49,9
31,20
49,41
53,9
24,31
44,39
7,31
55,24
59,49
55,11
69,1
61,37
9,45
46,49
59,5
57,17
7,5
41,39
69,9
33,23
25,24
51,35
21,37
7,46
7,43
41,29
59,17
39,19
29,50
47,36
35,32
21,43
29,63
46,11
9,41
50,25
45,18
15,7
43,33
69,32
24,13
51,18
49,31
3,53
29,18
63,0
38,45
18,59
67,25
37,22
15,39
53,31
21,50
36,43
49,23
5,41
69,5
67,55
5,58
59,21
46,43
50,21
67,33
21,39
49,13
5,59
31,27
38,53
63,1
39,31
63,44
33,33
25,50
7,68
64,1
30,33
17,51
49,38
45,13
63,13
44,29
45,29
40,53
1,13
23,15
67,2
46,61
67,35
7,58
55,27
51,16
17,41
42,37
3,27
5,39
51,32
55,44
24,47
58,17
6,39
44,33
59,26
15,51
29,11
6,61
33,27
32,49
37,15
41,21
61,4
44,15
27,23
2,67
54,9
14,47
36,25
7,59
37,23
55,34
3,61
63,6
16,47
5,37
69,22
59,15
67,9
59,3
47,46
65,30
51,25
47,34
67,63
17,35
7,69
43,57
13,49
45,21
27,51
51,39
1,56
67,48
11,70
1,69
37,14
25,39
47,41
66,53
45,41
3,69
55,53
9,52
69,58
47,40
9,60
39,29
6,53
3,37
4,69
57,14
37,40
27,39
1,23
29,23
39,53
65,6
25,30
39,34
48,43
27,37
23,23
43,31
57,5
55,23
30,53
32,45
61,34
13,67
20,25
67,39
29,27
41,28
30,39
63,25
1,57
56,35
67,13
3,39
3,63
9,57
34,49
21,11
65,55
31,43
65,11
65,19
42,17
5,38
31,38
53,29
40,21
11,41
44,1
58,1
46,33
8,63
37,27
57,11
6,41
1,61
1,53
63,11
55,37
69,23
48,21
43,25
5,57
34,43
69,19
38,43
49,5
58,39
42,11
5,66
66,55
41,25
31,13
27,62
34,23
28,57
20,38
50,43
32,46
13,16
22,4
16,42
52,29
62,0
34,64
52,13
48,56
2,54
38,24
2,60
4,27
46,66
8,30
44,26
48,55
7,16
4,31
13,36
16,2
60,70
34,22
0,46
2,46
26,67
48,42
16,60
24,56
26,22
49,42
38,39
8,6
22,36
54,43
10,56
34,54
8,40
24,48
0,7
41,34
33,50
13,10
16,38
50,15
26,7
24,60
20,54
10,2
8,4
39,14
4,1
47,28
48,58
14,38
42,18
8,46
32,44
14,63
65,70
6,45
4,11
20,41
42,51
22,44
6,23
34,4
40,36
12,68
8,34
29,60
49,26
32,6
66,6
41,4
16,49
52,43
30,6
22,40
20,39
53,36
44,62
22,35
62,70
35,8
9,18
28,8
66,47
16,66
69,10
50,27
22,68
39,70
47,20
6,67
48,53
62,61
46,64
43,48
67,6
37,62
24,36
48,54
66,3
36,70
16,1
58,47
4,58
28,56
40,15
28,64
58,36
38,58
2,25
21,70
10,19
70,62
21,64
16,52
50,52
38,21
33,70
42,21
36,23
0,26
36,68
7,6
42,34
23,30
34,56
30,37
27,34
8,45
34,50
32,21
26,34
38,49
1,30
19,46
20,65
50,62
2,38
4,56
17,2
8,47
35,10
18,67
26,1
30,38
68,58
0,20
0,64
12,43
30,66
44,70
21,66
0,5
20,48
25,36
51,26
38,7
33,10
8,31
64,24
30,52
60,59
36,36
20,34
26,68
20,0
62,2
45,64
40,34
20,26
67,56
2,42
1,10
45,70
63,24
51,52
4,37
70,61
19,16
12,18
68,8
30,35
28,0
15,52
66,29
8,56
2,58
2,10
6,16
5,16
28,42
6,40
41,66
70,49
10,34
46,67
8,35
0,56
32,47
35,24
12,55
46,58
5,54
17,48
7,20
36,65
6,44
6,70
62,31
47,64
20,36
1,0
60,47
42,61
46,53
50,28
10,39
4,35
35,0
0,57
38,8
22,70
8,61
68,56
44,4
14,19
51,8
10,40
44,28
60,69
28,22
43,42
15,32
14,0
70,12
36,21
36,45
65,62
3,52
33,66
46,48
22,38
58,38
20,70
14,16
6,54
38,3
32,50
64,56
16,34
51,64
15,0
54,42
58,5
15,56
0,39
17,70
30,47
44,52
54,32
4,32
26,69
32,38
24,46
5,40
21,0
26,28
43,32
30,43
32,4
52,31
50,13
30,68
38,52
10,51
45,42
38,59
31,52
43,40
18,51
30,42
8,49
8,28
10,47
35,38
11,50
5,46
34,58
4,68
38,48
39,26
0,45
46,57
46,70
7,62
16,50
38,44
16,45
52,32
44,7
2,19
37,66
6,11
36,8
52,28
32,40
37,0
38,25
24,22
24,43
29,28
19,0
37,56
21,56
50,29
40,35
18,60
34,55
25,28
53,42
42,70
45,40
32,70
42,48
62,32
12,69
33,42
64,67
38,70
38,68
16,37
69,2
52,11
54,35
43,64
4,44
42,66
33,22
10,4
56,2
15,70
26,0
50,45
12,40
15,64
20,61
26,56
15,8
70,31
40,60
14,58
38,0
28,70
22,54
10,13
43,56
4,22
63,70
4,59
39,44
68,46
22,8
12,59
44,32
42,36
32,56
33,0
2,63
46,28
0,38
34,36
34,5
61,0
48,48
3,22
68,0
7,12
20,2
67,46
0,36
65,0
30,2
3,20
66,11
54,70
18,39
26,63
32,39
4,40
18,68
6,19
6,60
31,68
37,44
5,50
8,53
26,47
50,8
15,58
0,22
11,48
57,2
14,59
44,27
12,24
0,13
50,61
27,48
33,64
18,70
58,26
2,40
26,2
34,65
22,1
18,1
66,4
13,56
28,24
36,5
39,46
28,32
69,62
39,54
13,2
60,60
7,40
30,67
14,67
48,50
18,63
46,35
27,18
60,18
0,24
6,57
6,63
41,20
12,16
0,54
44,42
4,64
7,36
12,56
53,70
28,34
22,26
40,22
66,32
58,48
32,64
16,36
28,20
13,68
15,44
3,42
22,34
10,21
18,36
12,11
36,6
35,46
16,32
24,52
0,63
34,69
44,5
2,32
4,46
58,2
48,52
32,8
0,68
2,50
0,3
26,54
14,60
26,38
51,44
5,48
0,32
12,66
34,10
5,2
1,40
68,57
5,68
46,42
56,69
16,65
64,55
24,20
10,24
32,7
52,10
31,54
0,12
24,67
70,8
40,61
9,4
9,56
30,70
48,34
57,38
15,46
30,28
0,48
45,34
64,70
27,24
0,51
9,34
22,55
58,3
42,56
14,9
49,60
57,68
22,31
40,66
0,27
56,36
20,37
34,2
4,2
1,34
12,17
34,47
44,48
50,49
43,12
63,10
57,18
40,30
0,65
65,34
26,14
15,12
47,24
70,22
46,34
13,62
2,24
38,22
61,6
32,10
32,0
32,68
26,66
56,54
2,68
46,52
70,26
4,21
52,66
13,46
16,19
3,28
38,41
59,40
62,40
60,29
24,50
0,42
18,16
58,40
44,68
54,18
9,44
67,42
70,47
28,19
28,68
52,16
4,6
3,66
64,12
48,16
58,29
38,69
58,14
56,68
7,14
22,56
9,68
50,4
19,14
66,46
58,31
48,33
42,2
0,25
63,2
60,62
52,57
30,23
60,15
59,56
36,4
66,28
49,46
16,46
46,9
42,69
39,4
11,4
24,19
40,2
3,0
55,4
20,40
36,62
38,56
47,62
42,42
49,22
59,24
60,32
42,44
15,14
12,0
12,12
42,4
4,41
20,46
28,27
54,3
60,24
70,28
0,58
54,1
70,11
60,63
56,26
64,15
48,41
34,60
36,66
46,26
64,38
14,28
13,30
48,15
56,49
36,2
42,7
14,43
46,32
6,33
10,15
62,14
40,10
55,14
20,52
48,44
33,58
42,28
36,38
22,48
38,2
52,6
43,24
42,54
32,22
45,50
2,17
22,41
2,62
60,5
24,14
36,57
56,23
60,26
60,43
54,60
14,5
69,6
70,60
14,10
69,60
16,40
52,24
55,62
58,13
44,54
16,70
30,26
19,20
50,0
38,33
6,25
60,31
11,40
40,4
2,2
2,12
54,55
36,18
67,0
38,20
61,54
30,63
11,24
29,62
69,54
31,46
3,68
21,24
26,12
25,38
10,29
31,10
39,24
44,23
68,52
26,61
46,24
38,14
13,54
54,64
29,58
62,15
36,69
34,31
59,28
62,45
50,64
20,49
66,38
42,29
42,57
7,26
54,14
4,4
2,43
36,22
48,46
36,32
20,18
54,24
34,33
0,14
45,62
21,14
20,43
2,55
64,40
12,28
3,24
18,52
2,39
67,50
32,31
49,0
42,16
21,28
42,53
1,46
52,2
70,68
55,64
23,64
19,40
32,23
62,56
70,33
44,2
17,62
32,48
64,14
25,56
18,13
24,64
55,18
54,49
28,49
34,70
8,58
39,32
3,32
40,56
61,68
40,17
6,50
50,30
30,22
8,67
60,1
23,38
54,21
67,38
9,66
8,70
28,60
42,19
5,6
18,24
38,62
14,41
28,48
51,0
20,28
24,38
17,54
24,35
2,18
15,34
48,10
46,54
37,20
64,8
2,53
52,56
41,46
66,52
0,50
45,14
52,36
63,4
64,41
18,66
10,63
64,53
65,16
16,21
24,51
50,18
22,69
60,21
68,2
4,10
32,33
50,14
16,11
64,16
18,54
68,49
8,20
56,47
10,9
52,20
0,49
44,24
12,30
64,7
54,56
30,55
50,57
22,0
4,50
54,23
40,27
22,28
26,48
30,21
62,18
60,19
30,49
40,1
34,32
20,6
0,43
64,62
12,8
23,62
35,18
22,62
62,41
68,31
68,43
10,20
70,41
48,9
7,34
47,0
44,50
60,28
14,54
12,6
14,1
44,44
16,8
4,48
54,62
48,32
41,68
46,8
65,38
34,28
6,12
14,36
64,13
70,27
4,42
20,8
46,7
9,24
65,24
70,50
7,60
68,26
68,3
52,42
4,30
69,28
9,50
47,30
8,8
27,36
36,12
28,12
60,4
6,52
2,6
2,34
18,20
59,70
49,68
47,26
32,61
22,20
34,68
22,7
38,34
58,23
60,25
52,34
39,22
28,66
36,50
49,50
50,42
35,16
40,69
55,0
20,57
69,70
16,68
8,42
30,36
42,14
67,64
31,4
48,69
32,52
60,58
36,26
44,16
60,6
11,34
62,49
22,66
13,38
54,10
56,27
62,4
14,69
64,64
4,63
32,18
14,48
60,42
27,64
40,50
34,48
46,40
20,19
69,8
36,20
42,68
56,24
19,58
63,22
5,14
8,57
30,48
52,26
68,34
67,70
9,70
66,54
60,50
5,56
9,42
17,24
25,0
30,30
7,52
48,31
22,21
