52599,25538,67696
37950,24987,66703
2693,50000,26497
18038,54553,46283
73898,37280,17628
62169,86929,58834
82003,41348,19984
62501,88789,11897
74223,91754,59518
94043,23177,65376
78842,89166,85180
61028,41938,64834
89338,89465,45079
85947,56752,6340
87038,2818,62503
9513,17616,12998
45698,54409,70751
73486,92227,50891
26310,76368,57904
21524,75303,75855
16316,43649,6740
93836,76880,33742
74600,49530,2805
80836,44976,85506
77357,91891,15899
65375,89349,72713
65903,29931,86965
57024,37121,39635
42977,88597,30474
37376,76651,8661
65170,10657,38697
56276,83580,55204
18781,32915,12122
69841,21568,45284
86086,86905,50818
30531,23434,43966
73522,94833,72106
75863,22012,95876
35113,84766,53678
59741,95758,77770
80693,7111,65243
33445,18780,38455
70384,21427,80591
85023,99366,92719
59090,16117,57612
36703,46015,23450
28914,57117,4253
2569,33695,10545
37765,67712,67208
23374,63522,70310
46149,17178,4362
19185,98520,27141
65245,646,75037
57023,86427,73875
12257,29638,51587
27582,30103,30362
66026,60817,36541
8448,66250,28552
47480,66413,17299
32118,13295,90352
45260,48587,97892
26209,19893,70637
50386,920,83932
60331,81949,98591
42526,23600,45488
95481,6698,56101
67622,12603,90401
40809,991,79239
10738,40188,19934
96691,37282,94703
39661,20398,89229
39698,83591,25434
30678,86133,86684
9545,65477,80428
5535,7793,66934
94523,5312,20953
85356,80651,26259
87502,81894,14012
60537,87042,22192
135,26333,45756
92386,28173,38083
5919,45579,44320
87618,19131,53969
15106,64385,63721
93649,64330,17519
71592,71134,41939
57403,68492,66880
12286,88946,88383
7642,3235,87747
60283,30783,8413
68734,91760,96646
81289,44971,83463
74703,51514,42856
13790,43040,58003
84818,81470,24402
57598,98085,99777
43630,87759,79812
1715,47242,42791
86629,57444,24799
48694,7762,78892
20522,76171,82779
11540,11766,25725
90607,98670,55873
15713,38772,71392
98797,42927,39490
30515,85610,6286
60834,69736,85484
55074,70978,58363
20562,62491,55744
85174,80631,28605
34145,30949,83108
81083,43320,17762
52381,90809,28460
99723,4071,27835
90820,47446,20845
2666,98477,11675
47528,21911,1579
68496,47811,15580
62837,76773,93791
97184,82035,59524
77053,5152,72326
35342,67481,54382
18882,18362,18286
36163,94570,9327
45034,30551,21165
63795,47999,2111
91404,33292,13938
3065,20971,82039
21216,99918,88998
25862,84606,14234
80696,74841,49626
45853,40601,80441
75073,49547,24948
48232,3596,12222
47024,25200,98495
27686,741,66190
38266,66068,30985
26659,84005,63661
70948,81876,27199
20895,58000,88622
52501,47780,62841
50580,10999,70322
58730,28792,50769
42617,26075,23180
32873,58654,35494
99082,19629,37759
2635,16625,38264
57459,29158,52467
34843,17826,75016
58885,61499,59585
81651,49139,13087
93112,38304,9769
8819,72407,54100
37818,19567,14160
36836,66150,74204
90666,50867,44257
48699,41673,16801
70436,92098,55915
55789,48273,74768
71433,72353,54422
39401,64346,8440
33120,85587,20170
4762,67242,48078
67733,35473,46546
18939,62864,71592
55719,79230,23204
4949,21588,18915
74532,76098,88178
39694,86756,89961
66975,17272,70271
35744,38688,92990
12701,12025,51944
23552,56184,73192
77648,27924,16631
84309,78340,76904
790,93090,46843
128,83034,90240
54074,72480,11612
43663,32254,54580
50367,13833,56311
25685,54859,13349
86370,70364,86125
84808,218,78753
87467,79655,93211
42920,72447,13670
9658,85793,80248
9892,13886,33548
58730,69800,19921
34859,98462,11602
98309,71126,1960
99078,29368,78549
71898,44288,99546
86792,7722,86583
56855,48302,30339
33407,81264,98757
5266,44693,54815
21725,2325,72627
65899,41501,38533
47181,74119,97232
75156,61019,31407
51232,31728,35912
76108,5698,92367
98067,27852,77833
92784,98260,39673
54959,21189,51332
51549,92424,50997
50658,16776,59778
57042,19081,84176
99206,86119,66444
48554,57164,44672
33370,76953,40470
95392,54680,65914
45023,86256,87821
35912,4406,62252
30668,63496,10653
75686,28719,43277
6823,35874,18620
53947,34878,45169
18101,32074,19881
4249,92253,80616
67468,35425,63141
16392,63683,45138
90040,91140,69969
3943,7392,68049
59807,69057,38440
51783,13195,67129
96348,21960,69841
26333,78620,12997
98374,31664,62341
87086,6491,36303
20045,20336,43281
7936,21861,37669
10035,10936,37713
1694,37707,14202
42230,60242,28692
87360,88973,51765
26208,73929,13923
36006,27886,54280
50484,77684,20328
80757,59830,45205
80452,55721,66279
66026,77334,55634
23433,90463,57509
82265,53814,80618
8027,48873,4130
49362,47997,14676
36469,3101,92245
46243,49813,83077
83853,67760,58189
83708,87497,22684
74360,47522,37290
93318,88770,78454
13433,49815,40809
76173,86867,40217
46764,10700,82927
4148,39788,29665
19826,36894,51047
10049,29127,41743
97140,36220,49565
57007,61814,49567
47038,2048,64722
79120,79237,52503
87085,23514,28133
78723,83977,22681
35059,89996,11774
82088,16908,48512
63192,6561,26282
6184,52939,67155
59463,80524,76184
79751,62656,5885
57065,73438,45889
57829,72748,90209
74806,62375,33036
93418,70629,30787
89286,93873,38081
43806,57917,90933
47968,87321,61836
97636,96255,81795
1768,88453,23397
69157,73117,4920
17909,18724,92384
46074,15877,85034
10201,89546,95298
18728,81236,56420
10841,71986,70093
83935,13292,4129
77768,79031,99302
34023,26768,30952
74166,83752,90892
90183,24535,43881
65071,15328,63045
72548,53630,29705
54512,27985,94471
60106,78267,62925
9742,85024,45695
67368,78744,46403
31184,97399,9626
64500,1713,38015
56456,90602,40657
9424,96840,77023
59098,82932,81526
92121,8977,44685
66335,52971,51500
55246,83128,47024
67949,48680,40773
12740,13629,96697
29880,7988,26603
8061,42315,13455
86700,19142,84498
59537,35240,63003
33817,81843,78254
4494,65776,65556
71858,10944,66200
57273,67808,82626
46723,91506,69330
67278,14250,35069
17160,99420,63019
12567,2712,291
58843,81145,9658
30895,47864,63284
8964,33678,34938
90268,66646,25425
48171,83279,46658
19255,79253,3738
94810,58960,37356
4953,44589,54382
2745,98771,77504
54663,16485,44971
23497,87532,97926
78657,89169,10628
71816,8632,30943
56290,93319,64393
37794,28236,39715
3425,84935,8772
51692,46103,59966
23270,40900,10909
30628,56879,71421
25630,15839,32093
85201,84512,76180
97722,90994,70492
57207,95974,15247
24914,88864,18219
15533,3774,70899
18087,52929,34416
519,67071,81170
74550,31797,39765
36034,66988,92679
38219,48253,89088
35093,75243,84076
71685,6019,60318
67508,34320,15720
77456,12154,73674
46158,27953,94714
92011,4444,81347
19575,49335,38502
41992,38848,24540
14687,85730,16024
29728,18418,48865
16304,11335,1965
89902,12187,10185
29918,81562,49487
28857,88626,97001
94066,52838,45921
8706,91946,96300
661,32554,20617
43649,16265,92354
84160,54309,20414
3669,32840,5782
95792,40011,44221
4585,19333,42053
39188,77172,4206
11808,75854,14545
98232,32304,46869
31693,21762,9972
32571,83115,29087
25831,41571,60521
30504,34394,11232
71218,61952,80387
79169,33177,69381
35492,60876,23675
33434,45272,42110
26128,83431,33544
83420,48040,88918
33142,30495,40941
12160,2299,71651
70235,9869,80759
3244,33696,80286
33882,76936,56900
19543,3053,58313
42667,25252,11902
24141,80001,25816
87568,42540,32270
20165,20129,94510
547,48087,59657
11530,67830,28339
5255,78566,65083
66847,72696,17865
97963,56113,93965
60585,41257,29024
42179,91980,49145
54350,36920,33805
66777,40043,47688
94198,30564,55825
15224,61230,49963
74379,72573,58697
6370,25658,98600
90749,39400,40401
37558,20609,17202
44999,88697,5270
75277,42429,11586
15972,23149,44392
15828,38634,45618
93178,50865,70910
96301,52518,82929
16366,96872,43157
25376,51232,12614
28514,66665,86568
90248,10058,41041
26507,80000,1575
92280,90832,52681
10854,55303,13744
92434,50282,96239
87571,44460,22027
14026,4956,18260
15893,78627,80941
54345,19252,8446
50152,15029,58767
25927,27346,37343
76868,62311,62747
12854,35191,54005
88490,30393,39586
11427,37882,23635
93037,81034,75076
16801,14140,30451
25827,14443,59008
90524,78398,61579
66973,95140,82414
29943,17673,85790
18515,6705,55549
42134,26374,60944
63055,68897,47088
97848,65498,2932
69447,33996,37234
99485,30605,12276
73595,43884,49357
40392,57221,1895
5427,71372,7393
39836,87964,32063
71337,92576,39928
50649,26390,45467
17367,86493,79370
94064,60995,45120
6712,5434,65223
83182,96968,86600
2230,8555,71532
44087,24036,9434
61407,72881,77914
79677,30080,89684
6708,95290,54100
96929,88498,97116
34695,90492,60749
69652,79878,34522
20332,20659,84405
54570,31463,59914
87040,89405,98279
49919,22653,19381
8927,77708,66184
97347,88938,63099
30748,77232,23387
80142,22293,17230
66112,32083,38744
43178,17593,54371
53853,60228,2401
68954,39869,75074
99339,21673,72312
82195,71520,78544
2897,51954,73201
27625,64756,72607
84442,41875,27991
4097,63350,56440
56544,73023,74073
88414,2476,94552
66936,76745,91745
65680,86525,48392
73156,33496,8881
7529,59999,30941
67530,81909,75869
14120,25976,6083
59567,34200,9644
59362,58707,42909
88552,25412,67116
10772,73060,82022
39116,4877,14335
35453,54396,53410
74295,68732,52971
18912,77681,1983
11225,14566,82858
53390,70498,57547
4561,19498,50307
41884,7899,54413
2886,88328,30821
49915,76154,49899
14349,96994,12947
5055,54120,27661
97736,93463,81215
91721,73371,56261
28394,53506,52478
49217,3476,98989
86925,45659,33749
14447,87841,30195
43369,37687,94360
74597,4449,35022
15954,55687,56959
28701,47866,20208
12923,86618,16613
73542,57443,99101
20550,94501,88754
55655,14500,85328
27965,11201,55758
9506,98127,98960
97532,56124,63597
22206,33959,81421
21444,95247,75015
177,4654,24827
49449,42827,44666
35252,96647,21254
21657,66902,44368
96108,23383,79933
66390,52267,26050
99064,43237,33580
87663,56097,88846
82547,10126,53387
67720,70179,30509
51812,80022,83180
64690,13155,88344
83142,63010,20246
59201,40855,83585
94096,87554,29732
25297,99820,14178
88932,40510,20841
66843,18882,13927
11043,98173,80793
15426,48839,29563
45522,23596,95929
73515,84961,55403
51624,10609,57381
3858,24653,64537
94139,77857,66037
4340,13239,12
5810,20105,30990
62933,63942,62880
8874,81397,1710
14835,2348,36172
97927,98400,92361
60047,68106,37274
524,12621,50641
25010,63919,67954
9003,23189,75465
59184,2654,18558
57150,92216,61468
92601,4744,33289
22136,55982,28325
63848,2872,40311
69702,72833,71104
19718,38254,58307
3458,11396,5569
44899,17665,17268
97326,93557,30935
65530,30925,8869
41412,71194,58470
5027,50509,96973
77653,13334,20006
80601,85053,35803
53793,30659,36343
25600,88997,41595
91170,5213,93037
59084,4076,87593
74058,41262,50290
9187,93350,19550
71650,2643,5042
7388,94897,61817
64882,36789,15494
83840,34688,4428
84545,9077,39394
72138,65881,36631
1282,15188,2660
32871,11186,27139
7530,5756,94199
37185,53446,16450
71072,46830,31265
89834,4032,52886
69435,60629,83878
55969,96146,15661
64865,3775,7479
24391,74913,40041
80318,68640,25295
9659,6400,13101
58892,52145,95788
95853,16862,26649
3084,52951,66022
86725,17472,33859
23887,29958,55392
71161,94248,11582
30042,64614,97032
40914,128,48072
44100,90723,27463
69796,94433,91562
82142,19464,73170
62369,9591,36329
78860,34748,26757
85274,40920,58746
7788,64044,47155
62750,91766,24333
1339,67335,37233
40201,19025,93359
27664,23820,40914
36840,17473,74963
66311,18688,95048
6868,52456,25360
24707,36974,20965
89072,36772,82043
81489,73145,39410
88777,60214,22106
79028,44430,81244
57785,31120,98151
30807,85113,40348
29564,64743,55785
78556,93265,40680
98343,60408,58750
48016,91244,57723
37141,16073,45677
21578,17067,37186
99708,43231,19985
94831,59832,25289
73827,23976,73229
58806,6794,2540
69855,2603,89386
19140,81326,81798
31978,37120,60107
83762,51843,71369
81738,53476,2781
69656,91998,25039
52551,90436,44746
71989,58936,54481
82419,92862,40289
17641,15320,48096
37260,29901,16094
34993,90536,64065
28459,85132,6745
82491,93022,26404
88505,67729,74849
4123,72303,42467
76733,63599,52399
4400,86289,72563
93384,75434,14220
95214,16844,23644
73366,11142,27509
55510,71659,1445
46460,88132,58157
97247,46278,46646
5464,35290,49845
1278,45510,16661
31344,75586,99234
72611,71,94307
24249,92899,71356
65774,15172,19219
35518,35069,55898
34503,56967,164
64264,97219,31561
40591,11214,55946
57284,30426,42944
99612,6891,48221
90116,94273,20198
97376,48330,26018
73062,35663,47154
74320,70577,74032
42981,61226,83489
19090,37176,61217
10,86929,5861
39296,43120,52919
3168,5578,13289
49270,64492,24031
54412,14884,40160
1417,17031,7647
59823,66034,56770
33468,91880,50808
70858,37385,75138
43072,43987,55896
68174,96174,63127
95489,68247,2717
24854,86596,80657
63642,17791,54719
82237,4060,25757
48417,81716,59026
86749,97474,74191
98748,20909,31884
57648,71783,32912
44036,93627,670
15815,1371,70594
71664,63200,26044
62749,68324,2609
21322,65910,27820
27863,93219,59197
64269,52130,50503
61683,40751,62706
58985,78608,61940
6887,27774,15363
53775,14231,48920
59099,41778,91511
38948,18780,2563
54193,14958,82681
55767,62894,11101
7350,68832,59686
17737,29673,42344
80838,27991,81808
27417,7649,59723
51312,42070,91924
98285,31573,14707
8544,72510,43074
17671,847,82969
23137,46594,28892
18104,67115,6295
81647,12931,72652
35506,79969,83456
18172,32002,11291
82200,1367,22078
68594,54721,79259
1600,73039,85226
8011,38726,99904
76438,54873,88846
66900,68700,59757
66848,58431,4253
42513,7476,77078
41554,77691,76276
55589,44670,63920
51704,18358,82505
12004,21260,41277
10836,40190,42019
40435,10713,61868
36982,92052,74381
59066,94988,93900
63898,72716,32534
69090,88408,89850
62875,60077,18624
39819,11155,89198
67312,11575,56528
73619,43348,96409
74022,80407,35422
33524,73321,21532
96504,67003,79999
99995,98339,3650
834,85191,69015
22152,40483,77285
48359,20069,56504
2983,23504,79558
25846,6133,88508
83588,53701,70333
939,58298,47981
55410,61198,49485
7818,62042,63450
70430,10529,88198
50471,80099,1469
18710,41149,40326
68677,5520,6338
34372,47998,1702
67135,45156,5579
8893,4223,87785
13974,76817,37124
69558,39886,26333
46573,29626,77376
20063,72084,21732
77999,68273,56944
12547,36755,35814
91677,40682,73972
4344,72531,6521
21207,65212,74036
79780,92470,34310
22048,60932,89396
16616,16774,81541
34305,20145,72738
96024,52999,55470
26016,75264,93474
44971,48078,35311
66412,20880,59165
20083,55934,13646
14019,80974,2967
95115,3968,94420
83623,99968,5316
4637,29321,33816
93887,95055,72384
47027,96997,70325
20534,14338,71648
8862,72101,98612
43285,8837,71305
36939,46585,20441
56973,66641,26425
89396,42963,51286
69993,44127,49861
86058,1034,37396
77647,67138,14222
15865,78665,10740
54444,29932,76994
92779,86094,60212
62162,29087,59410
24389,1708,603
80313,51572,7664
10623,89477,74672
731,94541,72065
88903,18327,93627
43935,50381,22727
29984,10950,2094
18105,51501,72523
41882,33825,24424
51983,66973,12341
77461,10168,51062
80517,46848,57601
78028,24735,99059
66719,50025,32983
25923,77815,78843
37750,47333,62444
24494,79597,57262
53731,39170,15176
67060,76394,81439
80593,7384,20223
10028,76914,31695
41819,50344,316
44478,51248,53320
96197,44470,26032
64890,70907,4798
85817,76956,63739
99388,81017,94775
27490,59012,79399
90929,20828,95376
40682,8409,7729
51582,22882,62400
36536,19701,70769
86366,27107,48020
59212,88584,92968
25355,39853,6442
25046,46876,93927
58792,47507,29160
25141,65149,4002
55981,25356,51629
24388,91613,3641
48071,52347,94010
49829,99978,20272
72293,29683,56805
37261,32567,88723
55666,79263,78907
11816,57896,93490
66876,11188,11343
36278,98278,85223
31130,14367,3914
92666,34331,82199
17657,60213,69198
44983,43464,41668
